242010051,4423,176,gen,4423,IIT Guwahati,Electronics and Communication Engineering,,4,New Delhi,Delhi
242010052,,99,EWS,5138,,,,,New Delhi,Delhi
242010055,21913,115,gen,21913,,,,,New Delhi,Delhi
242010057,11584,140,OBC,2627,IIT Roorkee,Civil Engineering,,4,New Delhi,Delhi
242010059,,58,SC,4806,,,,,New Delhi,Delhi
242010063,8594,151,gen,8594,,,,,New Delhi,Delhi
242010065,,,PREP-SC,4020,,,,,New Delhi,Delhi
242010066,3174,189,gen,3174,IIT Kharagpur,Mechanical Engineering,,4,New Delhi,Delhi
242010067,10815,142,gen,10815,,,,,New Delhi,Delhi
242010069,1524,216,gen,1524,IIT Roorkee,Electrical Engineering,,4,New Delhi,Delhi
242010070,,,PREP-ST,2503,,,,,New Delhi,Delhi
242010072,25164,110,gen,25164,,,,,New Delhi,Delhi
242010073,22974,113,gen,22974,,,,,New Delhi,Delhi
242010082,,95,SC,1400,IIT Roorkee,Electrical Engineering,,4,New Delhi,Delhi
242010083,1477,219,gen,1477,IIT Delhi,Mechanical Engineering,,4,New Delhi,Delhi
242010084,,,PREP-SC,3119,,,,,New Delhi,Delhi
242010088,16102,127,gen,16102,,,,,New Delhi,Delhi
242010094,,,PREP-SC,6364,,,,,New Delhi,Delhi
242010095,7168,158,gen,7168,,,,,New Delhi,Delhi
242010097,,107,SC,862,IIT Delhi,Chemical Engineering,,5,New Delhi,Delhi
242010100,10302,144,gen,10302,IIT Goa,Mechanical Engineering,,4,New Delhi,Delhi
242010102,,,PREP-SC,2429,,,,,New Delhi,Delhi
242010107,6576,161,gen,6576,,,,,New Delhi,Delhi
242010108,,99,EWS,5176,,,,,New Delhi,Delhi
242010109,9924,146,gen,9924,,,,,New Delhi,Delhi
242010110,10516,143,gen,10516,,,,,New Delhi,Delhi
242010113,,,PREP-SC,6490,,,,,New Delhi,Delhi
242010114,,,PREP-ST,2260,,,,,New Delhi,Delhi
242010115,,,PREP-SC,3373,,,,,New Delhi,Delhi
242010118,10345,144,gen,10345,,,,,New Delhi,Delhi
242010119,8268,152,gen,8268,,,,,New Delhi,Delhi
242010126,3653,184,EWS,381,IIT Delhi,Mechanical Engineering,,4,New Delhi,Delhi
242010131,4742,174,gen,4742,IIT Patna,Mathematics and Computing,,4,New Delhi,Delhi
242010132,,,PREP-SC,8085,,,,,New Delhi,Delhi
242010136,,,PREP-ST,2416,,,,,New Delhi,Delhi
242010138,,,PREP-SC,2807,,,,,New Delhi,Delhi
242010143,11792,139,gen,11792,,,,,New Delhi,Delhi
242010147,,,PREP-SC,3120,,,,,New Delhi,Delhi
242010149,12246,137,gen,12246,,,,,New Delhi,Delhi
242010154,12289,137,gen,12289,,,,,New Delhi,Delhi
242010157,21906,115,gen,21906,,,,,New Delhi,Delhi
242010162,19827,119,gen,19827,,,,,New Delhi,Delhi
242010164,,,PREP-SC,5679,,,,,New Delhi,Delhi
242010166,,57,SC,4947,,,,,New Delhi,Delhi
242010170,,100,OBC,8748,,,,,New Delhi,Delhi
242010174,2676,196,gen,2676,IIT Kanpur,Mechanical Engineering,,4,New Delhi,Delhi
242010180,3699,184,gen,3699,IIT Bombay,Mechanical Engineering,,4,New Delhi,Delhi
242010193,20955,117,EWS,3086,,,,,New Delhi,Delhi
242010195,17049,125,gen,17049,,,,,New Delhi,Delhi
242010200,22919,113,gen,22919,,,,,New Delhi,Delhi
242011004,,71,ST,848,IIT Indore,Chemical Engineering,,4,New Delhi,Delhi
242011005,22641,114,gen,22641,IIT (BHU) Varanasi,Ceramic Engineering,,4,New Delhi,Delhi
242011014,2745,194,gen,2745,IIT Roorkee,Mechanical Engineering,,4,New Delhi,Delhi
242011016,18713,121,gen,18713,IIT (ISM) Dhanbad,Mechanical Engineering,,4,New Delhi,Delhi
242011019,,,PREP-SC,3246,,,1,,New Delhi,Delhi
242011023,2269,202,gen,2269,IIT Ropar,Computer Science and Engineering,,4,New Delhi,Delhi
242011025,,,PREP-SC,755,,,,,New Delhi,Delhi
242011027,,99,OBC,8922,,,,,New Delhi,Delhi
242011028,,102,SC,1095,IIT Delhi,Civil Engineering,,4,New Delhi,Delhi
242011034,2576,197,gen,2576,IIT Ropar,Artificial Intelligence and Data Engineering,,4,New Delhi,Delhi
242011038,,61,SC,4311,,,,,New Delhi,Delhi
242011042,13710,133,gen,13710,,,,,New Delhi,Delhi
242011046,11306,140,gen,11306,,,,,New Delhi,Delhi
242011047,12540,136,gen,12540,IIT Palakkad,Mechanical Engineering,,4,New Delhi,Delhi
242011049,,101,EWS,4885,,,,,New Delhi,Delhi
242011061,,65,SC,3793,,,,,New Delhi,Delhi
242011063,3410,186,gen,3410,IIT Delhi,Chemical Engineering,,5,New Delhi,Delhi
242011065,,62,SC,4199,,,,,New Delhi,Delhi
242011066,8665,151,SC,213,IIT Delhi,Electrical Engineering,,4,New Delhi,Delhi
242011068,,106,OBC,7351,,,,,New Delhi,Delhi
242011069,18356,122,gen,18356,,,,,New Delhi,Delhi
242011072,,,PREP-SC,4766,,,,,New Delhi,Delhi
242011075,19229,120,gen,19229,,,,,New Delhi,Delhi
242011079,8402,152,gen,8402,IIT Kharagpur,Ocean Engineering and Naval Architecture,,4,New Delhi,Delhi
242011083,3719,183,gen,3719,IIT Mandi,Data Science and Engineering,,4,New Delhi,Delhi
242011084,,,PREP-ST,1123,,,,,New Delhi,Delhi
242011088,10003,145,gen,10003,,,,,New Delhi,Delhi
242011089,3141,189,gen,3141,IIT Delhi,Civil Engineering,,4,New Delhi,Delhi
242011090,14724,130,gen,14724,,,,,New Delhi,Delhi
242011093,,71,ST,894,,,,,New Delhi,Delhi
242011094,1694,214,gen,1694,IIT Roorkee,Electrical Engineering,,4,New Delhi,Delhi
242011102,,54,SC,5612,,,,,New Delhi,Delhi
242011105,,71,SC,3029,,,,,New Delhi,Delhi
242011106,3603,184,gen,3603,,,,,New Delhi,Delhi
242011110,23752,112,EWS,3600,,,,,New Delhi,Delhi
242011113,,,PREP-SC,5053,,,,,New Delhi,Delhi
242011115,13570,134,EWS,1838,IIT (BHU) Varanasi,Ceramic Engineering,,4,New Delhi,Delhi
242011116,8584,151,OBC,1858,IIT Delhi,Civil Engineering,,4,New Delhi,Delhi
242011118,12612,136,OBC,2911,IIT Delhi,Textile Technology,,4,New Delhi,Delhi
242011120,5858,166,gen,5858,IIT Kanpur,Civil Engineering,,4,New Delhi,Delhi
242011124,14621,131,OBC,3496,IIT Gandhinagar,Mechanical Engineering,,5,New Delhi,Delhi
242011126,25492,109,gen,25492,,,,,New Delhi,Delhi
242011128,,,PREP-SC,2455,,,,,New Delhi,Delhi
242011131,16006,127,gen,16006,,,,,New Delhi,Delhi
242011132,19408,120,gen,19408,,,,,New Delhi,Delhi
242011134,,,PREP-SC,7514,,,,,New Delhi,Delhi
242011135,4781,174,gen,4781,IIT Kanpur,Civil Engineering,,4,New Delhi,Delhi
242011141,1883,210,gen,1883,IIT (BHU) Varanasi,Mathematics and Computing,,5,New Delhi,Delhi
242011144,14610,131,gen,14610,IIT (ISM) Dhanbad,Mining Machinery Engineering,,4,New Delhi,Delhi
242011146,,74,SC,2708,IIT Kharagpur,Exploration Geophysics,,4,New Delhi,Delhi
242011156,25345,109,gen,25345,,,,,New Delhi,Delhi
242011157,14401,131,EWS,1972,IIT Delhi,Civil Engineering,,4,New Delhi,Delhi
242011159,,,PREP-SC,4967,,,,,New Delhi,Delhi
242011160,17005,125,SC,478,IIT Roorkee,Electrical Engineering,,4,New Delhi,Delhi
242011161,903,233,gen,903,IIT Kanpur,Mathematics and Scientific Computing,,4,New Delhi,Delhi
242011163,,99,SC,1102,IIT Kanpur,Chemical Engineering,,4,New Delhi,Delhi
242011165,16265,127,gen,16265,,,,,New Delhi,Delhi
242011166,14330,131,gen,14330,,,,,New Delhi,Delhi
242011169,3254,188,gen,3254,IIT Roorkee,Electronics and Communication Engineering,,4,New Delhi,Delhi
242011170,12490,137,gen,12490,IIT Ropar,Metallurgical and Materials Engineering,,4,New Delhi,Delhi
242011173,3851,182,gen,3851,IIT Guwahati,Mechanical Engineering,,4,New Delhi,Delhi
242011174,6453,162,gen,6453,IIT Kharagpur,Civil Engineering,,4,New Delhi,Delhi
242011175,17043,125,gen,17043,,,,,New Delhi,Delhi
242011176,16448,126,OBC,4012,,,,,New Delhi,Delhi
242011177,,,PREP-SC,6723,,,,,New Delhi,Delhi
242011178,12659,136,OBC,2931,,,,,New Delhi,Delhi
242011186,2514,197,EWS,238,IIT Delhi,Computer Science and Engineering,,5,New Delhi,Delhi
242011190,3804,182,OBC,704,IIT Kanpur,Electrical Engineering,,4,New Delhi,Delhi
242011191,12026,138,gen,12026,IIT Jammu,Mechanical Engineering,,4,New Delhi,Delhi
242011193,,66,SC,3689,,,,,New Delhi,Delhi
242011194,155,281,gen,155,IIT Delhi,Computer Science and Engineering,,5,New Delhi,Delhi
242011197,1433,219,gen,1433,IIT Delhi,Mathematics and Computing,,5,New Delhi,Delhi
242012003,,,PREP-CRL-PwD,194,,,,,Mathura,Uttar Pradesh
242012008,,,PREP-SC-PwD,6,,,,,Mathura,Uttar Pradesh
242012016,,,PREP-EWS-PwD,41,,,,,Mathura,Uttar Pradesh
242012018,,,PREP-OBC-PwD,9,,,,,Mathura,Uttar Pradesh
242012021,13031,135,gen,13031,,,,,Mathura,Uttar Pradesh
242012025,11656,139,gen,11656,,,,,Mathura,Uttar Pradesh
242012026,23564,112,OBC,6073,,,,,Mathura,Uttar Pradesh
242012030,1882,210,gen,1882,IIT (BHU) Varanasi,Mathematics and Computing,,5,Mathura,Uttar Pradesh
242012034,22418,114,gen,22418,,,,,Mathura,Uttar Pradesh
242012036,,,PREP-SC,2879,,,,,Mathura,Uttar Pradesh
242012039,,,PREP-SC,5282,,,,,Mathura,Uttar Pradesh
242012041,13586,134,gen,13586,IIT Patna,Chemical Science and Technology,,4,Mathura,Uttar Pradesh
242012043,4714,174,gen,4714,IIT Guwahati,Chemical Engineering,,4,Mathura,Uttar Pradesh
242012045,14027,132,gen,14027,,,,,Mathura,Uttar Pradesh
242012046,,,PREP-SC,6395,,,,,Mathura,Uttar Pradesh
242012049,23892,112,gen,23892,,,,,Mathura,Uttar Pradesh
242012054,,,PREP-ST,2381,,,,,Mathura,Uttar Pradesh
242012055,,,PREP-SC,2886,,,,,Mathura,Uttar Pradesh
242012056,25241,109,OBC,6583,,,,,Mathura,Uttar Pradesh
242012059,745,242,gen,745,IIT Delhi,Electrical Engineering (Power and Automation),,4,Mathura,Uttar Pradesh
242012069,6050,164,gen,6050,IIT Patna,Electrical and Electronics Engineering,,4,Mathura,Uttar Pradesh
242012077,,59,SC,4642,,,1,,Mathura,Uttar Pradesh
242012080,6458,162,gen,6458,IIT Bhilai,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242012081,,80,SC,2275,IIT Jodhpur,Mechanical Engineering,,4,Mathura,Uttar Pradesh
242012082,4856,173,gen,4856,IIT Jodhpur,Electrical Engineering,,4,Mathura,Uttar Pradesh
242012083,,57,SC,4953,,,,,Mathura,Uttar Pradesh
242012085,22394,114,gen,22394,,,,,Mathura,Uttar Pradesh
242012088,,80,SC,2224,IIT Madras,Naval Architecture and Ocean Engineering,,4,Mathura,Uttar Pradesh
242012096,2611,196,gen,2611,IIT Delhi,Energy Engineering,,4,Mathura,Uttar Pradesh
242012097,25185,110,EWS,3861,,,,,Mathura,Uttar Pradesh
242012099,19908,119,gen,19908,,,,,Mathura,Uttar Pradesh
242012105,,92,SC,1414,IIT Kanpur,Civil Engineering,,4,Mathura,Uttar Pradesh
242012106,4973,172,gen,4973,IIT Kanpur,Materials Science and Engineering,,4,Mathura,Uttar Pradesh
242012110,,,PREP-ST,2622,,,,,Mathura,Uttar Pradesh
242012111,3119,189,OBC,548,IIT Kharagpur,Electronics and Electrical Communication Engineering,,4,Mathura,Uttar Pradesh
242012113,,105,OBC,7560,,,,,Mathura,Uttar Pradesh
242012114,13500,134,gen,13500,IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,,4,Mathura,Uttar Pradesh
242012115,12891,136,EWS,1735,,,,,Mathura,Uttar Pradesh
242012117,1525,216,gen,1525,IIT Gandhinagar,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242012118,22564,114,EWS,3383,,,,,Mathura,Uttar Pradesh
242012129,7967,154,OBC,1678,,,,,Mathura,Uttar Pradesh
242012131,2988,192,gen,2988,IIT Delhi,Production and Industrial Engineering,,4,Mathura,Uttar Pradesh
242012133,14274,132,EWS,1950,IIT (ISM) Dhanbad,Civil Engineering,,4,Mathura,Uttar Pradesh
242012142,10257,144,gen,10257,IIT (BHU) Varanasi,Metallurgical Engineering,,4,Mathura,Uttar Pradesh
242012147,17963,123,gen,17963,,,,,Mathura,Uttar Pradesh
242012149,7852,154,gen,7852,,,,,Mathura,Uttar Pradesh
242012152,,,PREP-SC,7877,,,,,Mathura,Uttar Pradesh
242012155,19053,121,gen,19053,,,,,Mathura,Uttar Pradesh
242012159,14093,132,OBC,3336,IIT (BHU) Varanasi,Civil Engineering,,4,Mathura,Uttar Pradesh
242012161,,,PREP-SC,769,,,,,Mathura,Uttar Pradesh
242012164,,98,EWS,5383,,,,,Mathura,Uttar Pradesh
242012167,13391,134,gen,13391,,,,,Mathura,Uttar Pradesh
242012170,,,PREP-SC,7040,,,,,Mathura,Uttar Pradesh
242012172,,55,SC,5477,,,,,Mathura,Uttar Pradesh
242012183,,,PREP-ST,2658,,,,,Mathura,Uttar Pradesh
242012186,11044,141,gen,11044,,,,,Mathura,Uttar Pradesh
242012190,18626,122,OBC,4630,,,,,Mathura,Uttar Pradesh
242012194,16708,126,OBC,4084,,,,,Mathura,Uttar Pradesh
242012195,17661,124,EWS,2510,,,,,Mathura,Uttar Pradesh
242012200,,108,EWS,4012,,,,,Mathura,Uttar Pradesh
242012202,,100,OBC,8559,,,,,Mathura,Uttar Pradesh
242012203,19839,119,OBC,4979,,,,,Mathura,Uttar Pradesh
242012210,,,PREP-ST,1346,,,,,Mathura,Uttar Pradesh
242012212,13096,135,gen,13096,IIT Jodhpur,Materials Engineering,,4,Mathura,Uttar Pradesh
242012215,4046,180,gen,4046,IIT Bombay,Civil Engineering,,4,Mathura,Uttar Pradesh
242012216,4650,175,OBC,882,IIT (BHU) Varanasi,Mathematics and Computing,,5,Mathura,Uttar Pradesh
242012218,,76,SC,2544,IIT Patna,Chemical Engineering,,4,Mathura,Uttar Pradesh
242012220,3109,189,gen,3109,IIT Madras,Engineering Design,,5,Mathura,Uttar Pradesh
242012232,24213,111,gen,24213,,,,,Mathura,Uttar Pradesh
242012233,,,PREP-SC,6476,,,,,Mathura,Uttar Pradesh
242012234,,,PREP-SC,1770,,,,,Mathura,Uttar Pradesh
242012238,,,PREP-ST,92,,,,,Mathura,Uttar Pradesh
242012240,9427,147,gen,9427,,,,,Mathura,Uttar Pradesh
242012241,2534,197,gen,2534,IIT Bombay,Chemical Engineering,,4,Mathura,Uttar Pradesh
242012242,,104,OBC,7651,,,,,Mathura,Uttar Pradesh
242012246,,,PREP-SC,7733,,,,,Mathura,Uttar Pradesh
242012248,24159,111,gen,24159,,,,,Mathura,Uttar Pradesh
242012249,,,PREP-SC,2464,,,,,Mathura,Uttar Pradesh
242012257,,,PREP-SC,7539,,,,,Mathura,Uttar Pradesh
242012264,21566,116,gen,21566,,,,,Mathura,Uttar Pradesh
242012265,14647,131,gen,14647,IIT Bhubaneswar,Civil Engineering,,4,Mathura,Uttar Pradesh
242012267,2798,194,gen,2798,IIT Jodhpur,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242012270,,54,SC,5613,,,,,Mathura,Uttar Pradesh
242012271,10117,145,gen,10117,,,,,Mathura,Uttar Pradesh
242012273,,,PREP-SC,3524,,,,,Mathura,Uttar Pradesh
242012274,,68,SC,3309,,,,,Mathura,Uttar Pradesh
242012278,,,PREP-SC,5120,,,,,Mathura,Uttar Pradesh
242012283,11964,138,gen,11964,,,,,Mathura,Uttar Pradesh
242012286,10149,145,gen,10149,IIT Patna,Mechanical Engineering,,4,Mathura,Uttar Pradesh
242012290,7734,155,gen,7734,,,,,Mathura,Uttar Pradesh
242012291,,,PREP-ST,2524,,,,,Mathura,Uttar Pradesh
242012298,5363,169,gen,5363,IIT Guwahati,Chemical Engineering,,4,Mathura,Uttar Pradesh
242012300,23980,112,gen,23980,,,,,Mathura,Uttar Pradesh
242012304,6208,163,gen,6208,IIT (BHU) Varanasi,Electronics Engineering,,4,Mathura,Uttar Pradesh
242012305,,,PREP-SC,72,,,,,Mathura,Uttar Pradesh
242012308,4831,173,gen,4831,IIT Kanpur,Materials Science and Engineering,,4,Mathura,Uttar Pradesh
242012315,10826,142,ST,52,IIT Delhi,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242012317,,106,OBC,7366,,,,,Mathura,Uttar Pradesh
242012318,,,PREP-SC,1724,,,,,Mathura,Uttar Pradesh
242012319,21348,116,OBC,5397,,,,,Mathura,Uttar Pradesh
242013001,20529,118,gen,20529,,,,,Mathura,Uttar Pradesh
242013003,2412,199,OBC,403,IIT Delhi,Electrical Engineering,,4,Mathura,Uttar Pradesh
242013008,,,PREP-SC,2533,,,,,Mathura,Uttar Pradesh
242013011,9441,147,gen,9441,IIT Goa,Electrical Engineering,,4,Mathura,Uttar Pradesh
242013012,23649,112,gen,23649,,,,,Mathura,Uttar Pradesh
242013020,2015,205,gen,2015,IIT Roorkee,Electrical Engineering,,4,Mathura,Uttar Pradesh
242013021,12551,136,gen,12551,IIT Delhi,Textile Technology,,4,Mathura,Uttar Pradesh
242013022,19167,121,gen,19167,,,,,Mathura,Uttar Pradesh
242013024,4158,179,gen,4158,IIT Delhi,Civil Engineering,,4,Mathura,Uttar Pradesh
242013027,13381,134,gen,13381,IIT Goa,Mathematics and Computing,,4,Mathura,Uttar Pradesh
242013028,,,PREP-ST,780,,,,,Mathura,Uttar Pradesh
242013032,21523,116,EWS,3203,,,,,Mathura,Uttar Pradesh
242013037,21091,117,gen,21091,,,,,Mathura,Uttar Pradesh
242013042,17388,124,gen,17388,,,,,Mathura,Uttar Pradesh
242013043,18983,121,EWS,2730,,,,,Mathura,Uttar Pradesh
242013044,,,PREP-SC,3501,,,,,Mathura,Uttar Pradesh
242013046,7633,155,gen,7633,,,,,Mathura,Uttar Pradesh
242013047,3067,191,gen,3067,IIT Delhi,Production and Industrial Engineering,,4,Mathura,Uttar Pradesh
242013050,25884,109,gen,25884,,,,,Mathura,Uttar Pradesh
242013051,,,PREP-SC,1668,,,,,Mathura,Uttar Pradesh
242013053,,,PREP-SC,5978,,,,,Mathura,Uttar Pradesh
242013054,,62,SC,4179,,,,,Mathura,Uttar Pradesh
242013058,15143,129,gen,15143,,,,,Mathura,Uttar Pradesh
242013060,,74,SC,2738,,,,,Mathura,Uttar Pradesh
242013061,10554,143,gen,10554,,,,,Mathura,Uttar Pradesh
242013063,22981,113,gen,22981,,,,,Mathura,Uttar Pradesh
242013064,,,PREP-SC,6291,,,,,Mathura,Uttar Pradesh
242013067,,,PREP-SC,1610,,,,,Mathura,Uttar Pradesh
242013070,22479,114,SC,694,IIT Roorkee,Data Science and Artificial Intelligence,,4,Mathura,Uttar Pradesh
242013073,,92,SC,1446,IIT Roorkee,Engineering Physics,,4,Mathura,Uttar Pradesh
242013074,16883,125,gen,16883,,,,,Mathura,Uttar Pradesh
242013080,14127,132,EWS,1924,IIT Ropar,Civil Engineering,,4,Mathura,Uttar Pradesh
242013081,3267,188,gen,3267,IIT Jodhpur,Artificial Intelligence and Data Science,,4,Mathura,Uttar Pradesh
242013083,18978,121,gen,18978,,,,,Mathura,Uttar Pradesh
242013085,392,265,gen,392,IIT Kharagpur,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242013089,21641,116,gen,21641,,,,,Mathura,Uttar Pradesh
242013092,8376,152,gen,8376,IIT (BHU) Varanasi,Civil Engineering,,4,Mathura,Uttar Pradesh
242013094,23025,113,OBC,5885,,,,,Mathura,Uttar Pradesh
242013095,,,PREP-SC,5344,,,,,Mathura,Uttar Pradesh
242013098,8534,151,OBC,1843,IIT Delhi,Chemical Engineering,,5,Mathura,Uttar Pradesh
242013101,7269,157,OBC,1514,IIT Kanpur,Economics,,4,Mathura,Uttar Pradesh
242013102,22681,114,gen,22681,,,,,Mathura,Uttar Pradesh
242013105,7181,158,gen,7181,,,,,Mathura,Uttar Pradesh
242013106,,,PREP-SC,2306,,,,,Mathura,Uttar Pradesh
242013108,,,PREP-SC,6285,,,,,Mathura,Uttar Pradesh
242013112,11425,140,gen,11425,IIT Mandi,Civil Engineering,,4,Mathura,Uttar Pradesh
242013114,,,PREP-SC,4236,,,,,Mathura,Uttar Pradesh
242013117,11415,140,gen,11415,,,,,Mathura,Uttar Pradesh
242013119,11423,140,EWS,1510,IIT Jammu,Electrical Engineering,,4,Mathura,Uttar Pradesh
242013123,1519,216,gen,1519,IIT Roorkee,Electrical Engineering,,4,Mathura,Uttar Pradesh
242013131,320,265,gen,320,,,,,Mathura,Uttar Pradesh
242013136,,,PREP-SC,3607,,,,,Mathura,Uttar Pradesh
242013143,,,PREP-SC,717,,,,,Mathura,Uttar Pradesh
242013146,6164,164,gen,6164,IIT Roorkee,Civil Engineering,,4,Mathura,Uttar Pradesh
242013149,,99,SC,1144,IIT Delhi,Production and Industrial Engineering,,4,Mathura,Uttar Pradesh
242013152,,98,ST,296,IIT Mandi,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242013160,,,PREP-SC,6511,,,,,Mathura,Uttar Pradesh
242013161,2763,194,gen,2763,IIT Kanpur,Mechanical Engineering,,4,Mathura,Uttar Pradesh
242013163,,,PREP-SC,1105,,,,,Mathura,Uttar Pradesh
242013169,9729,146,gen,9729,IIT Ropar,Chemical Engineering,,4,Mathura,Uttar Pradesh
242013172,15916,128,gen,15916,,,,,Mathura,Uttar Pradesh
242013173,,62,SC,4109,,,,,Mathura,Uttar Pradesh
242013174,10514,143,gen,10514,,,,,Mathura,Uttar Pradesh
242013175,20658,118,gen,20658,,,,,Mathura,Uttar Pradesh
242013176,,,PREP-ST,521,,,,,Mathura,Uttar Pradesh
242013177,783,242,gen,783,IIT Delhi,Electrical Engineering (Power and Automation),,4,Mathura,Uttar Pradesh
242013178,,,PREP-ST,1609,,,,,Mathura,Uttar Pradesh
242013180,8810,150,gen,8810,,,,,Mathura,Uttar Pradesh
242013186,10839,142,gen,10839,IIT Indore,Metallurgical Engineering and Materials Science,,4,Mathura,Uttar Pradesh
242013187,,,PREP-SC,7940,,,,,Mathura,Uttar Pradesh
242013188,20898,117,OBC,5273,,,,,Mathura,Uttar Pradesh
242013189,7224,157,gen,7224,IIT (ISM) Dhanbad,Electrical Engineering,,4,Mathura,Uttar Pradesh
242013196,4131,179,gen,4131,IIT Roorkee,Economics,,5,Mathura,Uttar Pradesh
242013198,2871,193,gen,2871,IIT Kanpur,Economics,,4,Mathura,Uttar Pradesh
242013199,24748,110,EWS,3786,,,,,Mathura,Uttar Pradesh
242013205,11352,140,EWS,1496,IIT Roorkee,Geophysical Technology,,5,Mathura,Uttar Pradesh
242013206,9381,148,gen,9381,IIT Patna,Mechanical Engineering,,4,Mathura,Uttar Pradesh
242013210,2094,205,gen,2094,IIT (BHU) Varanasi,Mathematics and Computing,,5,Mathura,Uttar Pradesh
242013211,,103,OBC,7951,,,,,Mathura,Uttar Pradesh
242013216,18038,123,gen,18038,,,,,Mathura,Uttar Pradesh
242013219,15275,129,gen,15275,,,,,Mathura,Uttar Pradesh
242013221,4246,178,gen,4246,,,,,Mathura,Uttar Pradesh
242013222,364,265,SC,5,IIT Bombay,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242013228,,,PREP-SC,1137,,,,,Mathura,Uttar Pradesh
242013229,,89,SC,1634,IIT Guwahati,Civil Engineering,,4,Mathura,Uttar Pradesh
242013230,1476,219,gen,1476,IIT Delhi,Mechanical Engineering,,4,Mathura,Uttar Pradesh
242013231,3012,191,gen,3012,IIT Delhi,Chemical Engineering,,5,Mathura,Uttar Pradesh
242013232,6786,160,gen,6786,,,,,Mathura,Uttar Pradesh
242013234,,,PREP-SC,3504,,,,,Mathura,Uttar Pradesh
242013243,2650,196,gen,2650,IIT Mandi,Computer Science and Engineering,,4,Mathura,Uttar Pradesh
242013244,16280,127,gen,16280,IIT Jammu,Materials Engineering,,4,Mathura,Uttar Pradesh
242013247,9179,149,gen,9179,IIT (BHU) Varanasi,Metallurgical Engineering,,4,Mathura,Uttar Pradesh
242013253,21041,117,gen,21041,,,,,Mathura,Uttar Pradesh
242013255,18348,122,gen,18348,,,,,Mathura,Uttar Pradesh
242013259,10611,143,EWS,1389,IIT Roorkee,Biosciences and Bioengineering,,4,Mathura,Uttar Pradesh
242013262,2463,199,gen,2463,IIT Delhi,Energy Engineering,,4,Mathura,Uttar Pradesh
242013265,4691,175,gen,4691,IIT Bombay,Environmental Science and Engineering,,4,Mathura,Uttar Pradesh
242013266,,,PREP-ST,2492,,,,,Mathura,Uttar Pradesh
242013267,,102,OBC,8207,,,,,Mathura,Uttar Pradesh
242013272,,70,SC,3144,IIT Mandi,Bio Engineering,,4,Mathura,Uttar Pradesh
242013276,22009,115,gen,22009,,,,,Mathura,Uttar Pradesh
242013280,3425,186,OBC,621,IIT Roorkee,Electronics and Communication Engineering,,4,Mathura,Uttar Pradesh
242013283,13598,134,gen,13598,IIT Tirupati,Chemical Engineering,,4,Mathura,Uttar Pradesh
